,Municipio,Date,High Temperature,Avg Temperature,Low Temperature,High Dew Point,Avg Dew Point,Low Dew Point,High Humidity,Avg Humidity,Low Humidity,High Speed,Avg Speed,Low Speed,High Pressure,Low Pressure,Sum
30,Fuente el Saz de Jarama,8/31/2024,81.9,70.7,63.5,67.1,63.4,60.4,94,79,56,10.1,1.7,0.0,30.05,29.93,0.08
0,Fuente el Saz de Jarama,7/1/2024,86.9,73.7,59.4,59.0,53.8,45.7,82,54,25,12.8,2.5,0.0,30.11,29.94,0.00
1,Fuente el Saz de Jarama,7/2/2024,89.8,74.3,59.5,57.4,52.6,46.9,72,49,30,19.5,2.9,0.0,30.12,29.96,0.00
2,Fuente el Saz de Jarama,7/3/2024,95.4,77.0,55.6,52.2,46.6,39.4,64,37,21,14.5,1.4,0.0,30.03,29.88,0.00
3,Fuente el Saz de Jarama,7/4/2024,99.9,82.0,63.0,55.0,50.5,47.7,59,36,20,7.6,1.1,0.0,29.97,29.85,0.00
4,Fuente el Saz de Jarama,7/5/2024,100.8,84.3,67.3,59.4,54.8,50.9,67,40,21,9.2,1.5,0.0,29.92,29.72,0.00
5,Fuente el Saz de Jarama,7/6/2024,96.1,81.3,68.4,62.1,56.3,50.4,68,45,23,11.6,2.0,0.0,29.87,29.73,0.00
6,Fuente el Saz de Jarama,7/7/2024,90.0,75.3,62.4,61.7,51.6,37.4,76,49,18,12.8,2.2,0.0,29.89,29.81,0.00
7,Fuente el Saz de Jarama,7/8/2024,91.9,76.7,58.5,59.2,46.7,41.0,62,38,18,13.4,1.6,0.0,29.95,29.85,0.00
8,Fuente el Saz de Jarama,7/9/2024,91.8,77.6,59.7,54.5,47.6,43.3,57,36,21,11.6,1.9,0.0,29.98,29.89,0.00
9,Fuente el Saz de Jarama,7/10/2024,95.2,80.0,62.4,62.2,55.0,47.3,60,43,32,21.0,1.7,0.0,30.06,29.97,0.00
10,Fuente el Saz de Jarama,7/11/2024,97.5,83.0,66.0,62.8,58.1,55.0,69,45,26,12.8,2.1,0.0,30.03,29.92,0.00
11,Fuente el Saz de Jarama,7/12/2024,94.1,80.3,64.2,57.0,50.9,44.6,60,38,20,10.3,1.5,0.0,29.98,29.84,0.00
12,Fuente el Saz de Jarama,7/13/2024,94.1,79.2,63.3,63.3,51.2,37.6,66,42,15,13.2,2.2,0.0,29.89,29.75,0.00
13,Fuente el Saz de Jarama,7/14/2024,91.9,79.0,62.6,49.8,41.4,26.4,51,28,12,15.2,2.4,0.0,29.91,29.81,0.00
14,Fuente el Saz de Jarama,7/15/2024,88.3,77.4,62.2,63.7,52.7,39.4,56,43,25,13.6,2.7,0.0,29.97,29.86,0.00
15,Fuente el Saz de Jarama,7/16/2024,92.5,76.5,58.6,55.4,46.2,34.7,67,38,15,9.4,1.2,0.0,30.04,29.93,0.00
16,Fuente el Saz de Jarama,7/17/2024,97.0,78.7,60.6,61.2,48.1,34.3,58,37,18,12.3,1.2,0.0,30.04,29.93,0.00
17,Fuente el Saz de Jarama,7/18/2024,98.4,82.1,65.1,65.7,49.8,40.8,55,35,18,13.9,1.9,0.0,30.08,29.97,0.00
18,Fuente el Saz de Jarama,7/19/2024,101.1,84.7,65.3,52.7,47.0,39.0,50,30,15,17.0,1.8,0.0,30.09,29.94,0.00
19,Fuente el Saz de Jarama,7/20/2024,97.5,82.1,64.0,57.0,49.3,40.8,48,33,21,12.3,2.2,0.0,29.96,29.75,0.00
20,Fuente el Saz de Jarama,7/21/2024,91.6,79.2,67.5,56.8,48.2,33.8,64,37,14,13.9,3.3,0.0,30.03,29.83,0.00
21,Fuente el Saz de Jarama,7/22/2024,99.0,79.0,57.2,49.5,41.0,27.3,65,32,10,8.7,1.3,0.0,30.11,30.01,0.00
22,Fuente el Saz de Jarama,7/23/2024,102.7,86.0,66.0,59.0,50.2,44.1,52,31,16,8.1,1.7,0.0,30.13,30.02,0.00
23,Fuente el Saz de Jarama,7/24/2024,105.1,88.9,71.2,59.9,53.3,47.1,51,31,18,11.2,1.4,0.0,30.08,29.90,0.00
24,Fuente el Saz de Jarama,7/25/2024,104.5,89.8,75.7,57.2,52.6,45.0,47,30,15,10.7,1.7,0.0,29.93,29.73,0.00
25,Fuente el Saz de Jarama,7/26/2024,99.7,86.7,71.2,62.2,57.2,54.1,55,38,24,8.5,1.2,0.0,29.86,29.77,0.00
26,Fuente el Saz de Jarama,7/27/2024,101.7,87.9,72.9,63.5,58.3,52.9,63,39,21,9.8,1.5,0.0,29.92,29.82,0.00
27,Fuente el Saz de Jarama,7/28/2024,102.6,89.3,73.0,58.8,54.8,50.5,49,32,19,10.7,2.4,0.0,30.02,29.89,0.00
28,Fuente el Saz de Jarama,7/29/2024,99.3,85.0,71.8,65.8,57.3,53.1,60,40,25,27.7,1.5,0.0,30.08,29.94,0.00
29,Fuente el Saz de Jarama,7/30/2024,102.0,86.5,71.8,61.7,55.5,49.3,59,38,19,13.9,2.0,0.0,30.03,29.88,0.00
30,Fuente el Saz de Jarama,7/31/2024,99.5,85.9,68.0,57.4,51.4,45.0,52,33,16,13.6,1.8,0.0,29.99,29.89,0.00
0,Fuente el Saz de Jarama,6/1/2024,80.1,66.0,52.7,51.3,43.6,39.0,60,46,29,10.5,3.0,0.0,29.96,29.83,0.00
1,Fuente el Saz de Jarama,6/2/2024,84.2,67.8,52.9,47.7,43.2,37.0,67,44,20,9.2,2.3,0.0,30.00,29.87,0.00
2,Fuente el Saz de Jarama,6/3/2024,86.7,70.5,56.7,60.4,49.7,45.5,67,49,28,10.1,2.0,0.0,29.95,29.81,0.01
3,Fuente el Saz de Jarama,6/4/2024,89.2,74.0,57.0,56.7,52.2,46.6,82,51,27,8.1,1.1,0.0,29.90,29.80,0.00
4,Fuente el Saz de Jarama,6/5/2024,93.2,77.7,60.3,54.9,49.7,45.7,62,40,21,10.1,1.4,0.0,29.92,29.83,0.00
5,Fuente el Saz de Jarama,6/6/2024,96.4,78.8,61.3,62.4,51.7,48.2,67,42,21,21.0,1.8,0.0,30.02,29.83,0.02
6,Fuente el Saz de Jarama,6/7/2024,94.3,79.9,65.1,60.6,53.9,45.5,77,45,24,11.9,1.9,0.0,30.04,29.84,0.00
7,Fuente el Saz de Jarama,6/8/2024,79.2,70.5,61.9,61.3,55.2,50.2,93,60,39,9.6,1.5,0.0,29.95,29.85,0.25
8,Fuente el Saz de Jarama,6/9/2024,75.7,67.3,57.4,60.8,58.3,56.1,96,74,56,8.5,1.4,0.0,29.94,29.86,0.00
9,Fuente el Saz de Jarama,6/10/2024,70.3,61.8,53.6,60.6,55.6,52.2,97,81,60,10.1,1.5,0.0,30.02,29.91,0.91
10,Fuente el Saz de Jarama,6/11/2024,80.6,63.6,51.3,56.5,48.0,43.3,94,60,30,10.1,1.7,0.0,30.06,29.97,0.00
11,Fuente el Saz de Jarama,6/12/2024,78.8,65.8,54.0,53.4,48.0,42.6,78,54,37,8.7,2.2,0.0,30.16,30.03,0.00
12,Fuente el Saz de Jarama,6/13/2024,83.7,68.4,49.8,53.6,47.3,43.3,80,50,30,11.0,2.2,0.0,30.19,29.92,0.00
13,Fuente el Saz de Jarama,6/14/2024,87.3,72.8,54.3,54.3,46.2,33.3,78,44,15,16.1,2.3,0.0,29.95,29.78,0.00
14,Fuente el Saz de Jarama,6/15/2024,86.7,73.2,57.7,56.3,46.5,30.6,79,44,14,11.0,1.5,0.0,29.86,29.78,0.00
15,Fuente el Saz de Jarama,6/16/2024,87.1,72.3,53.4,49.3,43.6,38.7,65,38,22,11.2,1.8,0.0,29.87,29.75,0.00
16,Fuente el Saz de Jarama,6/17/2024,87.8,73.6,55.4,51.6,47.9,43.3,74,43,22,11.2,1.9,0.0,29.84,29.74,0.00
17,Fuente el Saz de Jarama,6/18/2024,80.1,70.4,59.5,57.9,52.2,44.2,87,54,29,12.8,2.1,0.0,29.86,29.74,0.01
18,Fuente el Saz de Jarama,6/19/2024,79.3,66.4,55.0,58.5,51.7,44.6,96,64,31,12.1,1.7,0.0,29.89,29.80,0.00
19,Fuente el Saz de Jarama,6/20/2024,69.6,61.8,55.8,55.9,52.1,46.9,93,71,51,11.6,1.6,0.0,30.00,29.84,0.11
20,Fuente el Saz de Jarama,6/21/2024,84.0,68.2,52.2,53.4,51.3,48.6,91,59,32,9.2,1.0,0.0,30.08,29.99,0.00
21,Fuente el Saz de Jarama,6/22/2024,89.2,72.9,54.9,53.6,50.3,47.3,82,48,26,13.4,1.9,0.0,30.07,29.97,0.00
22,Fuente el Saz de Jarama,6/23/2024,88.0,75.4,61.3,59.9,55.4,50.5,69,51,37,11.6,2.8,0.0,30.02,29.86,0.00
23,Fuente el Saz de Jarama,6/24/2024,93.4,76.4,60.4,60.1,56.0,50.9,80,52,30,8.7,1.6,0.0,29.92,29.73,0.00
24,Fuente el Saz de Jarama,6/25/2024,95.4,77.6,62.4,74.7,58.1,49.6,95,54,29,30.2,1.4,0.0,29.81,29.65,0.61
25,Fuente el Saz de Jarama,6/26/2024,88.5,75.9,65.3,67.6,62.0,56.1,90,64,41,14.1,1.6,0.0,29.81,29.69,0.00
26,Fuente el Saz de Jarama,6/27/2024,95.2,79.8,64.8,59.9,56.4,51.1,76,48,26,14.5,2.5,0.0,29.96,29.79,0.00
27,Fuente el Saz de Jarama,6/28/2024,86.2,73.5,61.7,63.7,55.4,51.1,72,54,34,13.2,2.2,0.0,29.98,29.91,0.00
28,Fuente el Saz de Jarama,6/29/2024,76.6,67.7,60.6,62.2,59.2,56.5,95,75,59,13.9,3.2,0.0,29.99,29.91,0.05
29,Fuente el Saz de Jarama,6/30/2024,81.3,71.1,63.7,60.3,57.0,52.0,83,63,38,8.5,1.4,0.0,30.02,29.92,0.00
0,Fuente el Saz de Jarama,5/1/2024,61.5,51.7,43.5,49.6,38.3,28.9,92,63,32,12.5,2.0,0.0,29.69,29.54,0.13
1,Fuente el Saz de Jarama,5/2/2024,62.4,49.8,35.8,39.9,35.8,30.7,91,62,33,11.4,1.3,0.0,29.83,29.68,0.00
2,Fuente el Saz de Jarama,5/3/2024,68.4,53.8,37.2,45.1,39.7,34.3,91,62,35,12.3,1.5,0.0,29.88,29.78,0.00
3,Fuente el Saz de Jarama,5/4/2024,74.5,60.5,43.7,50.0,45.5,40.6,90,61,33,13.2,1.9,0.0,29.84,29.72,0.00
4,Fuente el Saz de Jarama,5/5/2024,69.3,60.9,50.9,56.5,51.4,46.2,94,72,54,13.2,2.1,0.0,29.79,29.64,0.15
5,Fuente el Saz de Jarama,5/6/2024,73.2,56.4,47.8,54.0,47.6,39.9,99,77,31,11.2,1.3,0.0,29.79,29.63,0.11
6,Fuente el Saz de Jarama,5/7/2024,75.7,56.5,44.6,47.8,41.9,39.4,83,61,34,11.0,2.1,0.0,29.95,29.78,0.00
7,Fuente el Saz de Jarama,5/8/2024,79.5,60.8,46.0,48.9,41.7,31.5,79,53,19,7.4,1.5,0.0,29.97,29.82,0.00
8,Fuente el Saz de Jarama,5/9/2024,83.1,65.2,45.7,49.1,43.6,39.2,84,50,23,7.6,1.1,0.0,29.87,29.74,0.00
9,Fuente el Saz de Jarama,5/10/2024,86.0,68.8,51.3,54.3,47.0,41.5,79,50,23,8.9,1.0,0.0,29.82,29.69,0.00
10,Fuente el Saz de Jarama,5/11/2024,85.3,68.7,52.2,52.3,46.2,40.8,77,48,24,11.2,1.5,0.0,29.79,29.68,0.00
11,Fuente el Saz de Jarama,5/12/2024,85.1,69.8,53.1,53.4,49.2,46.4,80,51,29,8.9,1.1,0.0,29.79,29.68,0.00
12,Fuente el Saz de Jarama,5/13/2024,82.6,68.5,53.2,58.6,51.3,46.2,83,57,31,13.6,1.8,0.0,29.73,29.50,0.00
13,Fuente el Saz de Jarama,5/14/2024,69.3,60.3,50.4,57.6,44.1,36.0,89,57,33,10.5,1.9,0.0,29.57,29.49,0.01
14,Fuente el Saz de Jarama,5/15/2024,68.5,57.3,48.4,41.7,37.5,30.7,71,50,26,8.3,1.3,0.0,29.57,29.51,0.00
15,Fuente el Saz de Jarama,5/16/2024,67.3,57.2,47.7,42.6,39.4,34.7,77,53,36,12.1,2.0,0.0,29.58,29.52,0.00
16,Fuente el Saz de Jarama,5/17/2024,68.0,59.9,51.8,52.9,46.5,40.3,96,64,41,10.7,1.9,0.0,29.63,29.51,0.11
17,Fuente el Saz de Jarama,5/18/2024,73.4,59.3,44.1,46.6,42.6,36.7,89,58,28,11.4,1.3,0.0,29.66,29.55,0.00
18,Fuente el Saz de Jarama,5/19/2024,73.2,59.3,46.6,47.7,44.1,38.1,85,60,30,13.9,1.7,0.0,29.64,29.51,0.00
19,Fuente el Saz de Jarama,5/20/2024,72.0,58.0,42.8,48.4,42.8,38.3,85,60,33,12.8,1.5,0.0,29.67,29.60,0.00
20,Fuente el Saz de Jarama,5/21/2024,72.1,59.9,51.8,51.1,47.1,43.0,91,65,37,14.3,2.3,0.0,29.80,29.66,0.01
21,Fuente el Saz de Jarama,5/22/2024,72.5,59.8,44.4,48.4,44.2,39.4,90,60,37,9.4,1.4,0.0,29.83,29.73,0.00
22,Fuente el Saz de Jarama,5/23/2024,79.0,63.8,48.4,46.6,42.0,37.8,76,48,24,8.1,1.4,0.0,29.83,29.70,0.00
23,Fuente el Saz de Jarama,5/24/2024,82.9,67.4,53.1,52.3,45.7,40.6,72,49,26,10.7,1.8,0.0,29.79,29.69,0.00
24,Fuente el Saz de Jarama,5/25/2024,85.6,69.1,50.0,51.3,41.3,30.0,76,42,14,15.0,1.6,0.0,29.81,29.72,0.00
25,Fuente el Saz de Jarama,5/26/2024,86.2,70.3,51.3,53.4,44.1,37.0,67,41,26,14.1,1.8,0.0,29.97,29.76,0.00
26,Fuente el Saz de Jarama,5/27/2024,87.8,70.6,54.7,53.6,49.3,44.6,77,50,23,9.6,1.2,0.0,29.98,29.88,0.00
27,Fuente el Saz de Jarama,5/28/2024,88.7,73.7,58.3,59.2,52.6,48.9,73,50,30,8.5,1.6,0.0,30.03,29.92,0.00
28,Fuente el Saz de Jarama,5/29/2024,93.0,77.6,60.1,56.8,51.0,47.5,64,41,25,9.6,1.3,0.0,29.98,29.84,0.00
29,Fuente el Saz de Jarama,5/30/2024,96.1,79.0,60.6,60.1,52.9,47.7,66,42,25,11.6,2.0,0.0,29.88,29.73,0.00
30,Fuente el Saz de Jarama,5/31/2024,86.5,71.0,57.2,54.3,40.5,33.6,60,35,17,9.4,3.0,0.0,29.87,29.76,0.00
0,Fuente el Saz de Jarama,4/1/2024,58.6,46.4,37.8,43.9,39.8,36.0,96,80,50,12.8,2.4,0.0,29.81,29.42,0.00
1,Fuente el Saz de Jarama,4/2/2024,58.8,47.9,36.3,47.7,42.3,35.4,97,82,59,11.2,0.8,0.0,29.86,29.75,0.00
2,Fuente el Saz de Jarama,4/3/2024,65.8,54.2,46.0,50.0,45.9,42.4,94,75,49,12.8,1.6,0.0,29.90,29.78,0.00
3,Fuente el Saz de Jarama,4/4/2024,69.1,54.6,40.1,52.2,46.5,38.7,96,76,47,11.0,1.3,0.0,29.90,29.77,0.00
4,Fuente el Saz de Jarama,4/5/2024,74.1,57.9,43.5,55.2,47.2,41.4,94,71,36,9.4,0.9,0.0,29.84,29.69,0.00
5,Fuente el Saz de Jarama,4/6/2024,77.0,62.6,48.7,57.2,49.4,43.9,85,65,36,8.1,0.9,0.0,29.78,29.65,0.00
6,Fuente el Saz de Jarama,4/7/2024,74.3,63.6,54.5,55.2,52.2,45.3,90,69,37,12.3,1.3,0.0,29.78,29.65,0.00
7,Fuente el Saz de Jarama,4/8/2024,66.6,56.8,46.4,51.6,45.9,36.1,92,69,36,14.1,2.7,0.0,29.84,29.63,0.01
8,Fuente el Saz de Jarama,4/9/2024,64.9,51.3,37.4,40.5,34.9,31.1,82,56,31,8.5,1.4,0.0,30.15,29.84,0.00
9,Fuente el Saz de Jarama,4/10/2024,72.3,55.3,37.8,47.7,40.6,33.8,87,60,36,10.3,1.9,0.0,30.17,30.05,0.00
10,Fuente el Saz de Jarama,4/11/2024,82.0,64.5,45.0,55.8,47.4,41.4,88,57,33,10.7,1.4,0.0,30.15,30.03,0.00
11,Fuente el Saz de Jarama,4/12/2024,80.6,62.1,44.4,53.2,44.9,38.5,85,57,30,8.9,0.8,0.0,30.21,30.07,0.00
12,Fuente el Saz de Jarama,4/13/2024,83.8,64.2,45.7,52.2,46.1,35.8,90,58,21,6.0,0.6,0.0,30.15,29.99,0.00
13,Fuente el Saz de Jarama,4/14/2024,82.9,65.1,47.8,50.7,46.5,40.5,83,55,26,8.7,0.9,0.0,30.06,29.91,0.00
14,Fuente el Saz de Jarama,4/15/2024,85.8,66.0,52.2,57.6,50.0,41.7,86,60,30,10.7,1.6,0.0,29.94,29.81,0.00
15,Fuente el Saz de Jarama,4/16/2024,81.9,69.5,46.9,50.9,46.6,41.4,82,46,30,15.0,2.3,0.0,29.87,29.71,0.00
16,Fuente el Saz de Jarama,4/17/2024,74.1,65.3,45.9,46.9,42.1,38.7,76,44,31,6.5,1.7,0.0,29.79,29.68,0.00
17,Fuente el Saz de Jarama,4/18/2024,74.5,54.5,43.0,44.4,39.0,36.1,78,58,31,7.6,1.7,0.0,29.86,29.73,0.00
18,Fuente el Saz de Jarama,4/19/2024,74.1,53.6,40.5,47.3,37.3,30.7,73,55,32,8.9,1.2,0.0,29.91,29.75,0.00
19,Fuente el Saz de Jarama,4/20/2024,78.8,61.6,44.2,46.4,38.7,29.5,86,50,17,6.7,1.3,0.0,29.79,29.63,0.00
20,Fuente el Saz de Jarama,4/21/2024,75.7,59.8,44.4,49.5,35.8,30.6,62,42,28,7.6,1.4,0.0,29.77,29.64,0.00
21,Fuente el Saz de Jarama,4/22/2024,67.1,54.6,42.3,37.0,30.3,24.1,69,42,22,15.7,3.6,0.0,29.84,29.70,0.00
22,Fuente el Saz de Jarama,4/23/2024,63.9,49.9,32.5,39.6,30.8,24.3,77,50,33,15.7,2.9,0.0,29.86,29.73,0.00
23,Fuente el Saz de Jarama,4/24/2024,68.0,51.6,35.1,36.3,31.5,25.5,81,50,25,8.3,1.4,0.0,29.87,29.67,0.00
24,Fuente el Saz de Jarama,4/25/2024,66.6,54.5,41.5,42.3,37.1,34.3,77,54,31,11.0,1.3,0.0,29.69,29.47,0.00
25,Fuente el Saz de Jarama,4/26/2024,63.1,55.0,46.0,44.4,40.0,37.0,77,58,40,14.3,2.5,0.0,29.52,29.37,0.00
26,Fuente el Saz de Jarama,4/27/2024,60.4,52.5,46.4,48.6,44.7,39.4,96,76,47,14.3,4.4,0.0,29.52,29.27,0.41
27,Fuente el Saz de Jarama,4/28/2024,66.4,52.9,37.0,45.0,38.1,31.5,94,62,30,9.6,1.2,0.0,29.69,29.51,0.00
28,Fuente el Saz de Jarama,4/29/2024,69.1,54.5,43.3,48.2,41.5,37.2,83,64,32,14.1,2.0,0.0,29.76,29.65,0.12
29,Fuente el Saz de Jarama,4/30/2024,66.6,55.0,41.5,48.9,43.9,39.4,95,69,38,10.5,1.9,0.0,29.75,29.61,0.01
0,Fuente el Saz de Jarama,3/1/2024,59.7,45.3,31.5,40.1,31.8,23.9,83,60,41,20.8,2.2,0.0,29.53,29.33,0.00
1,Fuente el Saz de Jarama,3/2/2024,47.7,43.1,36.5,44.1,39.6,32.4,95,88,70,19.9,3.9,0.0,29.34,28.90,0.24
2,Fuente el Saz de Jarama,3/3/2024,50.4,42.1,30.9,36.9,32.5,27.9,92,70,45,12.8,1.9,0.0,29.40,29.08,0.00
3,Fuente el Saz de Jarama,3/4/2024,56.5,48.1,40.5,48.4,41.4,36.1,92,78,62,9.2,1.8,0.0,29.53,29.39,0.00
4,Fuente el Saz de Jarama,3/5/2024,57.4,45.2,33.6,39.2,34.9,30.7,90,69,43,7.6,0.9,0.0,29.65,29.52,0.00
5,Fuente el Saz de Jarama,3/6/2024,59.0,44.9,32.5,41.4,35.8,29.8,90,73,44,11.2,1.0,0.0,29.63,29.40,0.00
6,Fuente el Saz de Jarama,3/7/2024,56.3,45.8,38.1,46.0,40.1,34.9,96,82,57,17.2,3.3,0.0,29.40,29.09,0.23
7,Fuente el Saz de Jarama,3/8/2024,52.7,44.0,39.4,42.1,39.5,37.0,98,85,56,17.0,5.3,0.0,29.15,28.93,0.37
8,Fuente el Saz de Jarama,3/9/2024,47.1,43.1,38.7,45.5,39.7,35.8,97,88,71,20.4,4.4,0.0,28.94,28.77,0.27
9,Fuente el Saz de Jarama,3/10/2024,56.7,47.2,39.6,43.3,39.7,37.6,97,77,52,9.8,2.9,0.0,29.27,28.86,0.07
10,Fuente el Saz de Jarama,3/11/2024,59.7,49.5,40.5,39.7,36.7,32.4,84,63,40,12.1,1.8,0.0,29.59,29.27,0.00
11,Fuente el Saz de Jarama,3/12/2024,63.7,48.6,34.9,43.2,38.1,32.5,93,70,39,5.8,0.5,0.0,29.63,29.53,0.00
12,Fuente el Saz de Jarama,3/13/2024,68.0,51.8,38.8,46.0,40.8,35.4,91,70,39,6.0,0.5,0.0,29.55,29.40,0.00
13,Fuente el Saz de Jarama,3/14/2024,65.1,51.4,38.7,49.8,43.5,36.1,92,75,54,15.9,1.3,0.0,29.55,29.43,0.00
14,Fuente el Saz de Jarama,3/15/2024,65.3,51.3,39.7,53.2,46.6,38.3,96,85,61,4.0,0.3,0.0,29.66,29.54,0.00
15,Fuente el Saz de Jarama,3/16/2024,67.3,54.3,40.5,54.5,48.1,39.6,96,81,54,9.2,1.0,0.0,29.73,29.63,0.00
16,Fuente el Saz de Jarama,3/17/2024,70.2,57.7,44.1,55.9,50.6,42.6,96,79,56,6.5,0.7,0.0,29.67,29.53,0.00
17,Fuente el Saz de Jarama,3/18/2024,72.0,59.1,45.9,57.4,51.1,44.4,96,77,46,9.2,1.0,0.0,29.57,29.45,0.00
18,Fuente el Saz de Jarama,3/19/2024,76.6,60.9,48.2,57.7,49.8,41.9,94,70,31,7.4,0.8,0.0,29.48,29.36,0.00
19,Fuente el Saz de Jarama,3/20/2024,73.6,60.7,48.4,52.3,48.2,44.6,88,65,42,13.6,2.0,0.0,29.47,29.34,0.00
20,Fuente el Saz de Jarama,3/21/2024,79.3,64.6,54.3,54.1,50.2,47.5,82,62,35,9.6,1.9,0.0,29.60,29.44,0.01
21,Fuente el Saz de Jarama,3/22/2024,82.6,64.9,50.0,56.1,49.4,43.7,87,61,28,4.9,0.8,0.0,29.93,29.60,0.01
22,Fuente el Saz de Jarama,3/23/2024,79.7,63.7,50.0,56.8,50.3,43.2,83,64,35,10.1,1.1,0.0,29.88,29.73,0.00
23,Fuente el Saz de Jarama,3/24/2024,75.9,61.3,50.4,51.4,46.3,41.4,85,60,35,9.2,1.0,0.0,29.79,29.49,0.00
24,Fuente el Saz de Jarama,3/25/2024,56.8,53.2,49.3,54.3,49.7,40.8,98,88,59,6.0,0.9,0.0,29.50,29.07,0.37
25,Fuente el Saz de Jarama,3/26/2024,53.6,46.2,38.7,45.7,34.9,25.2,92,67,34,11.9,2.9,0.0,29.17,29.06,0.03
26,Fuente el Saz de Jarama,3/27/2024,59.9,49.2,39.4,50.2,43.7,34.3,94,82,60,19.2,5.0,0.0,29.25,29.12,0.07
27,Fuente el Saz de Jarama,3/28/2024,62.1,52.2,45.1,52.9,46.3,41.5,95,81,58,19.2,5.4,0.0,29.37,29.18,0.33
28,Fuente el Saz de Jarama,3/29/2024,52.3,46.7,40.3,51.3,44.9,38.5,98,94,78,16.6,2.8,0.0,29.28,29.15,1.38
29,Fuente el Saz de Jarama,3/30/2024,54.0,45.2,39.9,46.9,42.3,38.3,97,90,61,19.7,4.6,0.0,29.28,29.08,0.38
30,Fuente el Saz de Jarama,3/31/2024,52.5,44.2,41.2,43.3,40.5,37.6,97,87,64,14.8,4.1,0.0,29.42,29.09,0.42
0,Fuente el Saz de Jarama,2/1/2024,65.7,42.9,33.6,47.3,38.6,32.9,98,87,47,4.0,0.1,0.0,30.56,30.44,0.01
1,Fuente el Saz de Jarama,2/2/2024,61.7,45.4,35.8,46.8,39.7,34.0,94,82,50,6.0,0.4,0.0,30.47,30.38,0.00
2,Fuente el Saz de Jarama,2/3/2024,64.2,49.8,36.7,46.9,39.5,35.4,95,71,38,4.5,0.4,0.0,30.48,30.40,0.00
3,Fuente el Saz de Jarama,2/4/2024,64.8,46.1,33.6,41.9,35.7,30.7,90,70,32,4.9,0.4,0.0,30.46,30.37,0.00
4,Fuente el Saz de Jarama,2/5/2024,61.3,46.0,33.4,45.0,38.2,30.9,93,76,45,4.3,0.3,0.0,30.42,30.30,0.00
5,Fuente el Saz de Jarama,2/6/2024,59.2,44.4,37.6,46.8,40.2,35.6,95,86,55,4.9,0.3,0.0,30.32,30.21,0.00
6,Fuente el Saz de Jarama,2/7/2024,50.7,43.3,34.5,47.3,41.0,33.6,99,92,80,4.0,0.4,0.0,30.26,30.11,0.00
7,Fuente el Saz de Jarama,2/8/2024,54.0,48.9,46.6,47.5,46.3,41.9,98,91,64,13.0,2.7,0.0,30.12,29.63,0.22
8,Fuente el Saz de Jarama,2/9/2024,53.6,49.0,45.9,51.3,48.1,43.9,99,97,88,19.7,5.4,0.0,29.63,29.19,0.99
9,Fuente el Saz de Jarama,2/10/2024,52.7,46.5,39.6,45.1,37.5,29.8,96,72,55,16.8,2.5,0.0,29.74,29.25,0.04
10,Fuente el Saz de Jarama,2/11/2024,51.6,41.7,35.1,41.5,36.2,30.6,97,81,57,10.1,1.5,0.0,29.90,29.73,0.00
11,Fuente el Saz de Jarama,2/12/2024,64.8,50.9,42.4,50.7,45.1,41.5,99,83,45,11.4,2.3,0.0,30.13,29.79,0.03
12,Fuente el Saz de Jarama,2/13/2024,61.0,51.2,45.7,53.8,48.6,43.9,97,91,76,4.7,0.4,0.0,30.28,30.10,0.00
13,Fuente el Saz de Jarama,2/14/2024,63.1,53.6,46.2,55.6,51.1,45.7,98,92,74,6.3,0.6,0.0,30.29,30.13,0.00
14,Fuente el Saz de Jarama,2/15/2024,59.7,51.9,46.9,53.8,49.9,46.2,97,93,74,10.3,1.2,0.0,30.15,29.97,0.11
15,Fuente el Saz de Jarama,2/16/2024,60.8,52.3,44.2,50.0,43.7,39.0,97,74,49,12.1,1.7,0.0,30.34,30.03,0.01
16,Fuente el Saz de Jarama,2/17/2024,65.8,50.1,36.7,44.4,37.5,25.3,92,67,23,13.4,1.1,0.0,30.49,30.32,0.00
17,Fuente el Saz de Jarama,2/18/2024,64.4,46.3,34.9,46.0,37.4,31.8,90,74,35,4.9,0.3,0.0,30.56,29.92,0.00
18,Fuente el Saz de Jarama,2/19/2024,68.7,51.9,39.6,50.9,42.9,36.5,93,74,47,4.7,0.5,0.0,29.93,29.80,0.00
19,Fuente el Saz de Jarama,2/20/2024,68.5,48.6,34.7,45.3,37.4,29.3,90,69,24,8.1,0.6,0.0,29.87,29.73,0.00
20,Fuente el Saz de Jarama,2/21/2024,58.8,48.9,36.1,46.8,39.9,30.4,88,72,51,4.0,0.4,0.0,29.78,29.58,0.00
21,Fuente el Saz de Jarama,2/22/2024,57.4,50.1,41.9,51.4,45.1,34.3,96,83,56,12.8,2.1,0.0,29.61,29.21,0.02
22,Fuente el Saz de Jarama,2/23/2024,53.6,46.6,37.8,39.9,34.6,29.7,79,63,44,11.2,2.6,0.0,29.32,29.21,0.01
23,Fuente el Saz de Jarama,2/24/2024,52.2,48.0,41.4,35.4,31.5,27.7,73,53,39,16.3,3.4,0.0,29.42,29.21,0.00
24,Fuente el Saz de Jarama,2/25/2024,58.3,52.7,43.2,49.5,47.4,35.4,93,82,67,14.8,5.4,0.7,29.41,29.11,0.01
25,Fuente el Saz de Jarama,2/26/2024,55.8,49.0,43.9,49.3,36.9,29.7,92,64,41,16.1,3.3,0.0,29.31,29.05,0.00
